	rho	fdr	rank	percentile
BURTON_ADIPOGENESIS_PEAK_AT_0HR	-0.1174757909724174	1.0	1903	0.23973293020912068
ZHAN_V2_LATE_DIFFERENTIATION_GENES	-0.11743335881284485	1.0	1904	0.23985890652557318
BYSTRYKH_HEMATOPOIESIS_STEM_CELL_RUNX1	-0.11742637635271044	1.0	1905	0.2399848828420257
GO_0009187|cyclic nucleotide metabolic process	-0.11739514393901722	1.0	1906	0.2401108591584782
WANG_THOC1_TARGETS_DN	-0.11723161964708183	1.0	1907	0.24023683547493072
GO_0044242|cellular lipid catabolic process	-0.117204295669442	1.0	1908	0.24036281179138322
GO_0018298|protein-chromophore linkage	-0.11717091215609182	1.0	1909	0.24048878810783572
REACTOME_FGFR4_LIGAND_BINDING_AND_ACTIVATION	-0.11705038730584265	1.0	1910	0.24061476442428822
GO_0052547|regulation of peptidase activity	-0.11699887251842396	1.0	1911	0.24074074074074073
CHANG_IMMORTALIZED_BY_HPV31_DN	-0.11698118596270418	1.0	1912	0.24086671705719326
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	-0.11692546141984625	1.0	1913	0.24099269337364576
VILIMAS_NOTCH1_TARGETS_DN	-0.11657924052832543	1.0	1914	0.24111866969009826
WEBER_METHYLATED_ICP_IN_FIBROBLAST	-0.116561978245546	1.0	1915	0.24124464600655077
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	-0.11648292407420693	1.0	1916	0.24137062232300327
GO_0044246|regulation of multicellular organismal metabolic process	-0.11640623934333405	1.0	1917	0.24149659863945577
CHASSOT_SKIN_WOUND	-0.11638410496541744	1.0	1918	0.24162257495590828
GO_0043269|regulation of ion transport	-0.11634922207319844	1.0	1919	0.2417485512723608
GO_0006570|tyrosine metabolic process	-0.11625439566538671	1.0	1920	0.2418745275888133
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_1	-0.11621576464072997	1.0	1921	0.2420005039052658
WINNEPENNINCKX_MELANOMA_METASTASIS_DN	-0.1161601449387329	1.0	1922	0.24212648022171832
GO_0045414|regulation of interleukin-8 biosynthetic process	-0.11610133698796739	1.0	1923	0.24225245653817082
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	-0.11608909064828252	1.0	1924	0.24237843285462332
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	-0.11605256342437602	1.0	1925	0.24250440917107582
BENPORATH_MYC_TARGETS_WITH_EBOX	-0.1157278809074548	1.0	1926	0.24263038548752835
ELVIDGE_HIF1A_AND_HIF2A_TARGETS_UP	-0.11571937870852715	1.0	1927	0.24275636180398086
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	-0.11557192562580475	1.0	1928	0.24288233812043336
KEGG_OLFACTORY_TRANSDUCTION	-0.11550698494131903	1.0	1929	0.24300831443688586
GO_0006766|vitamin metabolic process	-0.11546765202830288	1.0	1930	0.24313429075333837
REACTOME_ARMS_MEDIATED_ACTIVATION	-0.11545263963395402	1.0	1931	0.24326026706979087
GO_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.11544587369438294	1.0	1932	0.24338624338624337
GO_0055070|copper ion homeostasis	-0.11519706511890712	1.0	1933	0.2435122197026959
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	-0.11519294116103156	1.0	1934	0.2436381960191484
MUNSHI_MULTIPLE_MYELOMA_UP	-0.11514485309406867	1.0	1935	0.2437641723356009
BRACHAT_RESPONSE_TO_METHOTREXATE_UP	-0.11508863658577531	1.0	1936	0.2438901486520534
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	-0.11490376244680184	1.0	1937	0.24401612496850592
GO_0060134|prepulse inhibition	-0.11476989090873053	1.0	1938	0.24414210128495842
ZHAN_EARLY_DIFFERENTIATION_GENES_UP	-0.11453790645497935	1.0	1939	0.24426807760141092
GO_0001508|regulation of action potential	-0.11452720290300472	1.0	1940	0.24439405391786345
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	-0.11450993438521756	1.0	1941	0.24452003023431595
GO_0006885|regulation of pH	-0.1144240164043508	1.0	1942	0.24464600655076846
TBK1.DN.48HRS_DN	-0.11441403593667421	1.0	1943	0.24477198286722096
ELVIDGE_HIF1A_TARGETS_DN	-0.1143768194600058	1.0	1944	0.24489795918367346
SUZUKI_CTCFL_TARGETS_UP	-0.1143189635997763	1.0	1945	0.24502393550012597
GO_0001539|ciliary or flagellar motility	-0.11426437261697196	1.0	1946	0.24514991181657847
IL21_UP.V1_UP	-0.11423253859801055	1.0	1947	0.245275888133031
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	-0.11420632229048301	1.0	1948	0.2454018644494835
MYC_TARGETS1_BENPORATH	-0.11418750358063087	1.0	1949	0.245527840765936
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	-0.1141625758841066	1.0	1950	0.2456538170823885
OXFORD_RALA_TARGETS_UP	-0.1141413001994048	1.0	1951	0.245779793398841
YANG_BCL3_TARGETS_UP	-0.11412664175065544	1.0	1952	0.24590576971529352
SU_THYMUS	-0.11404109920879223	1.0	1953	0.24603174603174602
GO_0043526|neuroprotection	-0.11402261441289231	1.0	1954	0.24615772234819855
GO_0021516|dorsal spinal cord development	-0.1139228921796116	1.0	1955	0.24628369866465105
GO_0006821|chloride transport	-0.11392159463086984	1.0	1956	0.24640967498110355
CAMPS_COLON_CANCER_COPY_NUMBER_UP	-0.11384321886332167	1.0	1957	0.24653565129755606
KEGG_GLIOMA	-0.11357035497191723	1.0	1958	0.24666162761400856
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	-0.11357022678918972	1.0	1959	0.24678760393046106
DACOSTA_ERCC3_ALLELE_XPCS_VS_TTD_UP	-0.11355208768949436	1.0	1960	0.24691358024691357
BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP	-0.11351028491764507	1.0	1961	0.2470395565633661
GO_0051452|intracellular pH reduction	-0.1133494845338034	1.0	1962	0.2471655328798186
BURTON_ADIPOGENESIS_1	-0.1133493612403172	1.0	1963	0.2472915091962711
GO_0030433|ER-associated protein catabolic process	-0.11324940423835496	1.0	1964	0.2474174855127236
GAVIN_FOXP3_TARGETS_CLUSTER_T4	-0.11321197013540571	1.0	1965	0.2475434618291761
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP	-0.11318136377264486	1.0	1966	0.2476694381456286
GO_0050867|positive regulation of cell activation	-0.11283047630575536	1.0	1967	0.24779541446208111
hAEP_DOWN_RELATIVEtoAEC2_MORRISEY	-0.11274224062981056	1.0	1968	0.24792139077853365
BERNARD_PPAPDC1B_TARGETS_DN	-0.11262375762274505	1.0	1969	0.24804736709498615
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP	-0.11249180268784693	1.0	1970	0.24817334341143865
GO_0043900|regulation of multi-organism process	-0.11245442652340137	1.0	1971	0.24829931972789115
NFE2L2.V2	-0.11245067882555244	1.0	1972	0.24842529604434366
FUJIWARA_PARK2_HEPATOCYTE_PROLIFERATION_DN	-0.1124336919928903	1.0	1973	0.24855127236079616
KAPOSI_LIVER_CANCER_MET_DN	-0.1120477266330434	1.0	1974	0.24867724867724866
PARK_APL_PATHOGENESIS_DN	-0.11200356708469837	1.0	1975	0.2488032249937012
WANG_METHYLATED_IN_BREAST_CANCER	-0.11198053850946345	1.0	1976	0.2489292013101537
CAFFAREL_RESPONSE_TO_THC_24HR_3_DN	-0.1118587741244827	1.0	1977	0.2490551776266062
EED_TARGETS_BENPORATH	-0.11170329126772952	1.0	1978	0.2491811539430587
ELLWOOD_MYC_TARGETS_DN	-0.11169479911181152	1.0	1979	0.2493071302595112
GO_0009145|purine nucleoside triphosphate biosynthetic process	-0.11159120378867238	1.0	1980	0.2494331065759637
GO_0009201|ribonucleoside triphosphate biosynthetic process	-0.11148415006150439	1.0	1981	0.2495590828924162
GO_0009206|purine ribonucleoside triphosphate biosynthetic process	-0.11148415006150439	1.0	1982	0.24968505920886874
REACTOME_SIGNALING_BY_GPCR	-0.11126427886764999	1.0	1983	0.24981103552532125
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN	-0.11122652500303164	1.0	1984	0.24993701184177375
BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN	-0.1112188601701959	1.0	1985	0.25006298815822625
LI_CYTIDINE_ANALOG_PATHWAY	-0.1110928919119431	1.0	1986	0.25018896447467875
KRAS.50_UP.V1_DN	-0.11109006907276378	1.0	1987	0.25031494079113126
GO_0050670|regulation of lymphocyte proliferation	-0.11096868617332702	1.0	1988	0.25044091710758376
HOSHIDA_LIVER_CANCER_SURVIVAL_UP	-0.11095295843135598	1.0	1989	0.25056689342403626
ROETH_TERT_TARGETS_UP	-0.11092729566898603	1.0	1990	0.25069286974048877
LIAN_LIPA_TARGETS_3M	-0.11076366429206573	1.0	1991	0.25081884605694127
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	-0.110748119250984	1.0	1992	0.2509448223733938
FIBROBLAST_TRAVAGLINI	-0.11065086943560838	1.0	1993	0.25107079868984633
PID_IL2_STAT5_PATHWAY	-0.11049782122955229	1.0	1994	0.25119677500629883
GO_NEUROLOGICAL_SYSTEM_PROCESS	-0.11043123571425137	1.0	1995	0.25132275132275134
GO_0045859|regulation of protein kinase activity	-0.11035905839115473	1.0	1996	0.25144872763920384
REACTOME_OPSINS	-0.11023888766937887	1.0	1997	0.25157470395565634
GO_0006953|acute-phase response	-0.11012719239143018	1.0	1998	0.25170068027210885
GO_0019627|urea metabolic process	-0.11002634686382087	1.0	1999	0.25182665658856135
GO_0000050|urea cycle	-0.11002634686382087	1.0	2000	0.25195263290501385
GO_0043604|amide biosynthetic process	-0.11002634686382087	1.0	2001	0.25207860922146635
LEIN_CHOROID_PLEXUS_MARKERS	-0.11000490341782233	1.0	2002	0.25220458553791886
GO_0002712|regulation of B cell mediated immunity	-0.10994373871494241	1.0	2003	0.25233056185437136
GO_0002889|regulation of immunoglobulin mediated immune response	-0.10994373871494241	1.0	2004	0.25245653817082386
GO_0002768|immune response-regulating cell surface receptor signaling pathway	-0.10987280438836303	1.0	2005	0.25258251448727637
GO_0048284|organelle fusion	-0.1098590284633618	1.0	2006	0.2527084908037289
QI_HYPOXIA	-0.10975324590164033	1.0	2007	0.2528344671201814
KIM_PTEN_TARGETS_UP	-0.109527185352798	1.0	2008	0.25296044343663393
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_15	-0.10943383792563548	1.0	2009	0.25308641975308643
GO_0050710|negative regulation of cytokine secretion	-0.10932634219561338	1.0	2010	0.25321239606953894
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION	-0.10931620546072926	1.0	2011	0.25333837238599144
WINTER_HYPOXIA_DN	-0.10930964625635121	1.0	2012	0.25346434870244394
GO_0006878|cellular copper ion homeostasis	-0.10919098340295974	1.0	2013	0.25359032501889645
BIDUS_METASTASIS_DN	-0.10912404794485249	1.0	2014	0.25371630133534895
GO_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	-0.1090559365078578	1.0	2015	0.25384227765180145
ATM_DN.V1_DN	-0.10882343325451126	1.0	2016	0.25396825396825395
LEONARD_HYPOXIA	-0.10869170176942701	1.0	2017	0.25409423028470646
GO_0032410|negative regulation of transporter activity	-0.10856111527628183	1.0	2018	0.25422020660115896
VALK_AML_WITH_FLT3_ITD	-0.10854120017542972	1.0	2019	0.25434618291761146
LIU_TOPBP1_TARGETS	-0.10841143322236813	1.0	2020	0.254472159234064
GO_0015711|organic anion transport	-0.10832008510146475	1.0	2021	0.2545981355505165
GO_0030195|negative regulation of blood coagulation	-0.10818911954347175	1.0	2022	0.254724111866969
REACTOME_PYRUVATE_METABOLISM	-0.10814282101650763	1.0	2023	0.25485008818342153
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	-0.10810818830770615	1.0	2024	0.25497606449987403
KRAS.600_UP.V1_UP	-0.10802161170197512	1.0	2025	0.25510204081632654
JIANG_AGING_HYPOTHALAMUS_DN	-0.10799452444037945	1.0	2026	0.25522801713277904
GO_SPINAL_CORD_ASSOCIATION_NEURON_DIFFERENTIATION	-0.10787182410085631	1.0	2027	0.25535399344923154
DAZARD_UV_RESPONSE_CLUSTER_G5	-0.10782991849967064	1.0	2028	0.25547996976568405
ROSS_ACUTE_MYELOID_LEUKEMIA_CBF	-0.10779506745368497	1.0	2029	0.25560594608213655
GO_G_PROTEIN_COUPLED_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	-0.10770547533426658	1.0	2030	0.25573192239858905
REACTOME_SIGNALLING_TO_RAS	-0.10762230595267532	1.0	2031	0.25585789871504155
GO_0009142|nucleoside triphosphate biosynthetic process	-0.10743133937260968	1.0	2032	0.25598387503149406
GO_0033003|regulation of mast cell activation	-0.10739157696801967	1.0	2033	0.25610985134794656
GO_0031400|negative regulation of protein modification process	-0.10724535993305444	1.0	2034	0.2562358276643991
CHEN_HOXA5_TARGETS_6HR_DN	-0.10723602617668913	1.0	2035	0.2563618039808516
GO_0002696|positive regulation of leukocyte activation	-0.10718206860837864	1.0	2036	0.2564877802973041
WONG_ENDOMETRIAL_CANCER_LATE	-0.10716315269179033	1.0	2037	0.2566137566137566
GO_0042523|positive regulation of tyrosine phosphorylation of Stat5 protein	-0.1071189755244723	1.0	2038	0.25673973293020913
GO_0048512|circadian behavior	-0.1070748254118718	1.0	2039	0.25686570924666163
NAKAMURA_METASTASIS_MODEL_UP	-0.10707213311049056	1.0	2040	0.25699168556311414
GO_0045137|development of primary sexual characteristics	-0.10698327627737325	1.0	2041	0.25711766187956664
GO_0002764|immune response-regulating signal transduction	-0.10690549382781378	1.0	2042	0.25724363819601914
KEGG_TRYPTOPHAN_METABOLISM	-0.10686862654035253	1.0	2043	0.25736961451247165
GO_0035176|social behavior	-0.10683179511784759	1.0	2044	0.25749559082892415
KAN_RESPONSE_TO_ARSENIC_TRIOXIDE	-0.10683145721456731	1.0	2045	0.25762156714537665
BRACHAT_RESPONSE_TO_CISPLATIN	-0.10682432191989115	1.0	2046	0.25774754346182915
HAHTOLA_CTCL_PATHOGENESIS	-0.10674210820531546	1.0	2047	0.25787351977828166
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	-0.10673663673998454	1.0	2048	0.2579994960947342
LANDIS_ERBB2_BREAST_TUMORS_324_DN	-0.10649374077689858	1.0	2049	0.2581254724111867
ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN	-0.10644681018799618	1.0	2050	0.2582514487276392
HALLMARK_MTORC1_SIGNALING	-0.10636409046803426	1.0	2051	0.2583774250440917
GO_0051881|regulation of mitochondrial membrane potential	-0.10634499246028449	1.0	2052	0.2585034013605442
GO_0006000|fructose metabolic process	-0.1062877556572319	1.0	2053	0.25862937767699673
REACTOME_FRS2_MEDIATED_CASCADE	-0.10628266062637078	1.0	2054	0.25875535399344923
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	-0.10620766830007063	1.0	2055	0.25888133030990174
KRAS.KIDNEY_UP.V1_UP	-0.10591529577397131	1.0	2056	0.25900730662635424
GO_0006890|retrograde vesicle-mediated transport, Golgi to ER	-0.10590541599623012	1.0	2057	0.25913328294280674
GO_0080010|regulation of oxygen and reactive oxygen species metabolic process	-0.10580790154529673	1.0	2058	0.25925925925925924
LEE_LIVER_CANCER_MYC_E2F1_UP	-0.10579541363678302	1.0	2059	0.25938523557571175
ONDER_CDH1_TARGETS_2_DN	-0.10578121537801141	1.0	2060	0.25951121189216425
OXFORD_RALB_TARGETS_DN	-0.10576427587329672	1.0	2061	0.25963718820861675
GO_0009820|alkaloid metabolic process	-0.10557437954125133	1.0	2062	0.2597631645250693
BIOCARTA_NFAT_PATHWAY	-0.10557304263446171	1.0	2063	0.2598891408415218
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	-0.105564444402497	1.0	2064	0.2600151171579743
GO_0048015|phosphoinositide-mediated signaling	-0.1055056757300241	1.0	2065	0.2601410934744268
KRAS.BREAST_UP.V1_DN	-0.10547025459325438	1.0	2066	0.2602670697908793
GO_0001964|startle response	-0.10545261833312179	1.0	2067	0.2603930461073318
WANG_RESPONSE_TO_BEXAROTENE_UP	-0.10537830728399263	1.0	2068	0.26051902242378433
GO_0032268|regulation of cellular protein metabolic process	-0.10530822291528735	1.0	2069	0.26064499874023683
GO_0001504|neurotransmitter uptake	-0.10528516730996186	1.0	2070	0.26077097505668934
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12	-0.10526225071325289	1.0	2071	0.26089695137314184
BIOCARTA_AHSP_PATHWAY	-0.10502146751786165	1.0	2072	0.26102292768959434
BIOCARTA_VITCB_PATHWAY	-0.10501115612526062	1.0	2073	0.26114890400604684
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.1050011227692338	1.0	2074	0.26127488032249935
SHI_SPARC_TARGETS_UP	-0.10488831685772416	1.0	2075	0.26140085663895185
LUAD_TCGA	-0.10469198954487868	1.0	2076	0.2615268329554044
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	-0.10465151773940126	1.0	2077	0.2616528092718569
ACEVEDO_LIVER_CANCER_DN	-0.1045832740122925	1.0	2078	0.2617787855883094
GO_0050866|negative regulation of cell activation	-0.1045674916354749	1.0	2079	0.2619047619047619
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	-0.104312557685572	1.0	2080	0.2620307382212144
WU_ALZHEIMER_DISEASE_UP	-0.10412730779614429	1.0	2081	0.2621567145376669
GO_0014075|response to amine stimulus	-0.10409399704922612	1.0	2082	0.2622826908541194
GO_0051090|regulation of transcription factor activity	-0.10399898326533032	1.0	2083	0.26240866717057193
KRAS.LUNG_UP.V1_UP	-0.10398336372459532	1.0	2084	0.26253464348702443
RAY_ALZHEIMERS_DISEASE	-0.10392948112520523	1.0	2085	0.26266061980347694
GO_0006787|porphyrin catabolic process	-0.10383164497027109	1.0	2086	0.26278659611992944
GO_0033015|tetrapyrrole catabolic process	-0.10383164497027109	1.0	2087	0.26291257243638194
WHITESIDE_CISPLATIN_RESISTANCE_UP	-0.10374502798489547	1.0	2088	0.26303854875283444
GO_0043372|positive regulation of CD4-positive, alpha beta T cell differentiation	-0.10350275091500508	1.0	2089	0.26316452506928695
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER	-0.10344937567774144	1.0	2090	0.2632905013857395
LIN_MELANOMA_COPY_NUMBER_DN	-0.10334448912202991	1.0	2091	0.263416477702192
HSIAO_HOUSEKEEPING_GENES	-0.10306561061126347	1.0	2092	0.2635424540186445
IIZUKA_LIVER_CANCER_PROGRESSION_G2_G3_DN	-0.10306162686839275	1.0	2093	0.263668430335097
STEARMAN_TUMOR_FIELD_EFFECT_UP	-0.10297151251069157	1.0	2094	0.2637944066515495
OXFORD_RALB_TARGETS_UP	-0.10290178237337602	1.0	2095	0.263920382968002
SMITH_TERT_TARGETS_DN	-0.10287583048050891	1.0	2096	0.2640463592844545
LEI_MYB_TARGETS	-0.10285911365445996	1.0	2097	0.264172335600907
BIOCARTA_NO2IL12_PATHWAY	-0.10271193776693345	1.0	2098	0.26429831191735953
HUANG_DASATINIB_RESISTANCE_UP	-0.10265676566766951	1.0	2099	0.26442428823381203
BIOCARTA_INFLAM_PATHWAY	-0.10253519379499355	1.0	2100	0.26455026455026454
GO_0019835|cytolysis	-0.10244970106439862	1.0	2101	0.26467624086671704
ZHAN_MULTIPLE_MYELOMA_LB_DN	-0.10235002771216195	1.0	2102	0.26480221718316954
GO_0042108|positive regulation of cytokine biosynthetic process	-0.10231081277889381	1.0	2103	0.26492819349962204
FERRARI_RESPONSE_TO_FENRETINIDE_UP	-0.10224052411683461	1.0	2104	0.2650541698160746
REACTOME_SHC_RELATED_EVENTS	-0.10203208431368661	1.0	2105	0.2651801461325271
MURAKAMI_UV_RESPONSE_1HR_DN	-0.10185630875571805	1.0	2106	0.2653061224489796
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY	-0.10176330958557085	1.0	2107	0.2654320987654321
GO_0006733|oxidoreduction coenzyme metabolic process	-0.10153884617587593	1.0	2108	0.2655580750818846
GO_0043549|regulation of kinase activity	-0.1014565565311185	1.0	2109	0.2656840513983371
GO_0008306|associative learning	-0.10136378568056106	1.0	2110	0.2658100277147896
HASINA_NOL7_TARGETS_DN	-0.10109482924592803	1.0	2111	0.2659360040312421
GO_0051336|regulation of hydrolase activity	-0.10102704411199438	1.0	2112	0.2660619803476946
GO_0019362|pyridine nucleotide metabolic process	-0.10087639224135324	1.0	2113	0.26618795666414713
GO_0046496|nicotinamide nucleotide metabolic process	-0.10087639224135324	1.0	2114	0.26631393298059963
GO_0006769|nicotinamide metabolic process	-0.10087639224135324	1.0	2115	0.26643990929705214
LEE_CALORIE_RESTRICTION_NEOCORTEX_DN	-0.10083332907148818	1.0	2116	0.26656588561350464
WACKER_HYPOXIA_TARGETS_OF_VHL	-0.10076614841906809	1.0	2117	0.26669186192995714
GO_0042044|fluid transport	-0.10075809425590311	1.0	2118	0.2668178382464097
GO_0051188|cofactor biosynthetic process	-0.10063791879256566	1.0	2119	0.2669438145628622
BIOCARTA_RELA_PATHWAY	-0.10056897140962182	1.0	2120	0.2670697908793147
GO_0019400|alditol metabolic process	-0.10050761016176803	1.0	2121	0.2671957671957672
NUYTTEN_EZH2_TARGETS_UP	-0.10013705493973901	1.0	2122	0.2673217435122197
GO_0010712|regulation of collagen metabolic process	-0.10010679518455703	1.0	2123	0.2674477198286722
DAUER_STAT3_TARGETS_DN	-0.09994178368850203	1.0	2124	0.2675736961451247
GO_0003012|muscle system process	-0.09988057412706683	1.0	2125	0.2676996724615772
CLUB_ME18p5_GENES_LG	-0.0996969675244563	1.0	2126	0.2678256487780297
ABBUD_LIF_SIGNALING_1_DN	-0.09958557163659001	1.0	2127	0.2679516250944822
WANG_LSD1_TARGETS_DN	-0.0994552735661683	1.0	2128	0.26807760141093473
LEE_BMP2_TARGETS_UP	-0.09945441731392282	1.0	2129	0.26820357772738723
GO_0045987|positive regulation of smooth muscle contraction	-0.09942617096226802	1.0	2130	0.26832955404383974
TIAN_TNF_SIGNALING_NOT_VIA_NFKB	-0.09941125651467261	1.0	2131	0.26845553036029224
MANTOVANI_VIRAL_GPCR_SIGNALING_DN	-0.09933487195398713	1.0	2132	0.2685815066767448
KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS_AND_CYCLIC_RGD	-0.09923793873519861	1.0	2133	0.2687074829931973
GO_0046425|regulation of JAK-STAT cascade	-0.09917920623942209	1.0	2134	0.2688334593096498
PID_AURORA_A_PATHWAY	-0.09917214337517205	1.0	2135	0.2689594356261023
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	-0.09908679542073912	1.0	2136	0.2690854119425548
GO_0010594|regulation of endothelial cell migration	-0.09902393216751383	1.0	2137	0.2692113882590073
DAZARD_UV_RESPONSE_CLUSTER_G24	-0.09885716545326752	1.0	2138	0.2693373645754598
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	-0.09870310155362849	1.0	2139	0.2694633408919123
MORI_PRE_BI_LYMPHOCYTE_DN	-0.09868312789853516	1.0	2140	0.2695893172083648
GO_0006805|xenobiotic metabolic process	-0.09864766695199427	1.0	2141	0.2697152935248173
GO_0002027|regulation of heart rate	-0.09855368157752312	1.0	2142	0.2698412698412698
GO_0031663|lipopolysaccharide-mediated signaling pathway	-0.09845756179560516	1.0	2143	0.26996724615772233
MATZUK_MATERNAL_EFFECT	-0.09838760158732404	1.0	2144	0.27009322247417483
GO_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_DEATH	-0.0981053051224866	1.0	2145	0.27021919879062734
GO_0002820|negative regulation of adaptive immune response	-0.0979675239465543	1.0	2146	0.2703451751070799
GO_0002823|negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	-0.0979675239465543	1.0	2147	0.2704711514235324
